,date_start,time_start,time_stop,branch_destination,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time,amount_prediction
5027,2022-11-09,08:31:25,09:19:03,24.0,D01,3.0,0.0,COLF01,jumpyHawk0,299098778346c44dedb3,"KWANDANG,KAB.GORONTA",47.63333333333333,549256.2071244222
5029,2022-11-09,07:27:49,09:19:03,48.0,D01,1.0,19.0,COLF01,bubblyDoves7,22a2da502ac05da4cc74,"KARANGTENGAH , TANGE",111.23333333333333,170744.47558461782
5030,2022-11-09,09:06:32,09:19:13,54.0,D10,1.0,26.0,COLF01,amusedOatmeal9,24de69f7a55a638d1475,"TEBET,JAKARTA SELATA",12.683333333333334,265358.7567243418
5031,2022-11-09,07:19:34,08:47:49,20.0,D01,0.72,0.0,COLF01,goofyCoconut2,46744f33e94918316c63,"JALAKSANA,KUNINGAN",88.25,125845.09185156286
5032,2022-11-09,08:08:17,09:19:13,29.0,D09,19.0,0.0,COLF01,vengefulCaribou3,0bb50ad8df6b6d754ddc,"SAMBIKEREP,SURABAYA",70.93333333333334,1934960.975178631
5033,2022-11-09,08:22:02,09:19:14,9.0,D01,3.0,0.0,COLF01,forsakenFlamingo6,7ca3d76d09130a3921ad,PADANGSIDEMPUAN,57.2,258625.84076822424
5034,2022-11-09,08:19:52,09:19:11,52.0,D09,3.0,0.0,COLF01,enragedCrackers0,8fae442fba5893e2c45a,"BEKASI UTARA, BEKASI",59.31666666666667,193587.5434285082
5035,2022-11-09,09:13:28,09:19:12,0.0,D10,10.0,0.0,COLF01,obsessedMandrill4,74ef1f7d8742e762267a,PEKALONGAN UTARA PEK,5.733333333333333,634741.4338918194
5036,2022-11-09,08:08:18,09:19:13,29.0,D09,19.0,0.0,COLF01,vengefulCaribou3,4a7d3426715442565f2e,"SAMBIKEREP,SURABAYA",70.91666666666667,1934960.975178631
5037,2022-11-09,07:13:16,09:19:17,38.0,D01,1.0,0.0,COLF01,grudgingBagels4,938ec5c3cc2a13e9aa10,LOMBOK BARAT,126.01666666666668,210966.0757631072
5038,2022-11-09,07:56:32,09:19:11,39.0,D07,1.0,23.0,COLF01,lovesickBagels3,ae9eeaf79765b9862d7b,"DENPASAR UTARA,DENPA",82.65,261342.33459896527
5039,2022-11-09,07:50:59,09:18:31,32.0,D01,1.0,5.0,COLF01,excitedTortoise9,9b2cae0d5fd91b4afe2a,"NUSANIWE,AMBON",87.53333333333333,239928.6167194542
5040,2022-11-09,07:26:22,09:19:15,20.0,D01,2.4,0.0,COLF01,shyTomatoe6,64733b3fadf1dcefd142,"PALASAH,MAJALENGKA",112.88333333333334,239472.3477402967
5041,2022-11-09,08:12:21,09:19:15,35.0,D09,1.0,0.0,COLF01,pacifiedCamel4,c218b0d191680b0318c9,"BOGOR TIMUR, BOGOR",66.9,178095.12737364502
5042,2022-11-09,07:50:59,09:01:18,32.0,D01,1.0,7.0,COLF01,excitedTortoise9,e0322de800d6541340b9,"NUSANIWE,AMBON",70.31666666666666,250825.65717104328
5043,2022-11-09,09:13:28,09:19:12,0.0,D10,10.0,0.0,COLF01,obsessedMandrill4,bcdfcaf420141a184d1e,PEKALONGAN UTARA PEK,5.733333333333333,634741.4338918194
5044,2022-11-09,07:32:52,09:19:13,48.0,D01,1.0,0.0,COLF01,ecstaticSnail7,bcf5004ef7d97e8dfbc2,"KARAWACI , TANGERANG",106.35,190382.5958555394
5045,2022-11-09,09:13:28,09:19:12,0.0,D10,8.533,0.0,COLF01,obsessedMandrill4,628d085b2f64ca812a59,PEKALONGAN UTARA PEK,5.733333333333333,548313.5710614832
5046,2022-11-09,07:56:32,09:19:11,39.0,D07,1.0,23.0,COLF01,lovesickBagels3,3d09062cff93298d6bdc,"DENPASAR UTARA,DENPA",82.65,261342.33459896527
5047,2022-11-09,08:16:05,09:17:24,35.0,D01,2.0,3.0,COLF01,similarStork7,8502681bcc874fcdd0bb,"PAMIJAHAN,KAB.BOGOR",61.31666666666668,144686.4154078569
5049,2022-11-09,08:30:51,09:17:21,35.0,D01,11.0,0.0,COLF01,curiousSwift7,8f4c540cfe5e236ed4f1,"CILEUNGSI,KAB.BOGOR",46.5,248771.37233926306
5050,2022-11-09,08:15:20,09:17:23,35.0,D01,1.0,0.0,COLF01,annoyedBobolink6,99d8bac80f8fb77c8a45,"CIAWI,KAB.BOGOR",62.050000000000004,164150.7737911212
5051,2022-11-09,09:08:49,09:17:24,28.0,D01,90.0,0.0,COLF01,goofyPaella0,d38be921704b64aeb5f2,"PRABUMULIH TIMUR,PRA",8.583333333333334,2822630.5615252485
5052,2022-11-09,07:26:36,09:17:13,34.0,D02,1.0,0.0,COLF01,resolvedCake2,093e2dbe93b83fdcf456,PANGKALPINANG,110.61666666666666,181518.41716363895
5053,2022-11-09,08:13:57,09:17:22,4.0,D01,8.0,0.0,COLF01,anxiousLeopard0,bf4cc7320ce8c3a12be6,"PADANG SELATAN, PADA",63.41666666666667,494599.49988003005
5054,2022-11-09,08:23:36,09:17:24,35.0,D01,1.75,0.0,COLF01,curiousSalt1,c3f72ab3b8c5450c1bfb,"CIBINONG,BOGOR",53.8,187382.86085652703
5055,2022-11-09,09:16:23,09:17:16,58.0,D01,0.12,0.0,COLF01,worldlyBustard4,5889eafa8cb5eeb3e7b9,"TARAJU , TASIKMALAYA",0.8833333333333333,43333.06108145961
5056,2022-11-09,08:05:37,09:17:16,47.0,D01,21.0,0.0,COLF01,boredBurritos3,344cb8cf1f9028afc292,CIKARANG UTARA,71.65,1413494.210191059
5057,2022-11-09,08:02:38,09:17:16,29.0,D01,1.0,0.0,COLF01,thriftyMacaw2,3a4bb538b09e4e55f868,"GALIS,BANGKALAN",74.63333333333334,155309.94091443482
5058,2022-11-09,08:19:55,09:17:17,25.0,D10,0.65,0.0,COLF01,zestyQuiche5,538708b7761762ee135b,"PONOROGO, KAB PONORO",57.36666666666667,105629.44302804573
5059,2022-11-09,08:47:48,09:17:17,1.0,D01,1.0,1.0,COLF01,shyPoultry0,c3d634f3a90f4fa25a19,"SALAM,MUNTILAN",29.483333333333334,129534.85973829398
5060,2022-11-09,07:48:44,09:17:18,35.0,D09,0.1,0.0,COLF01,yearningLollies7,acadd7b862c6b23b37d2,"TANAH SEREAL, BOGOR",88.56666666666666,85242.80754723182
5061,2022-11-09,07:18:04,09:17:18,7.0,D04,0.05,0.0,COLF01,sheepishTacos1,034c04476f370af4c751,"SENAPELAN, PEKANBARU",119.23333333333333,30368.02960994135
5062,2022-11-09,07:45:36,09:17:24,29.0,D10,5.1,0.0,COLF01,trustingDunbird9,d883ac3e3c5b02ce2ac8,"MANYAR,GRESIK",91.8,334706.8327351157
5063,2022-11-09,07:35:36,09:17:24,35.0,D09,1.0,0.0,COLF01,outlyingPear7,8ef97ccfeb9fcdc4bba8,BOGOR,101.8,163874.54785044733
5064,2022-11-09,08:18:27,09:17:24,23.0,D10,1.0,0.0,COLF01,chicQuiche7,7b28fa95f858008ebbaa,"BALIKPAPAN SELATAN,",58.95,223167.55933252655
5065,2022-11-09,07:38:29,09:17:23,7.0,D01,0.23,0.0,COLF01,wingedSnipe1,ad83b1a715210aeaab04,"MARPOYAN DAMAI, PEKA",98.9,36669.87368064886
5066,2022-11-09,09:01:00,09:17:23,39.0,D01,5.6,0.0,COLF01,boredBass0,4467cbdb034dcff67ce3,"KUTA UTARA,BADUNG",16.383333333333336,333902.13670680864
5067,2022-11-09,09:08:28,09:17:19,39.0,D01,0.4,0.0,COLF01,truthfulPoultry9,7096e266074edd898eeb,"MELAYA,NEGARA",8.85,131136.24386146103
5068,2022-11-09,08:20:39,09:17:06,29.0,D10,1.0,5.0,COLF01,anxiousHare1,03d2d69187c135cf525f,"TRENGGALEK,KAB.TRENG",56.45,198699.35907133756
5069,2022-11-09,08:32:42,09:17:22,0.0,D09,5.4,0.0,COLF01,cruelFerret4,1822cd8f8b33a755741a,"TEMBALANG,SEMARANG",44.666666666666664,197740.4858809739
5070,2022-11-09,08:46:55,09:17:22,54.0,D10,1.0,0.0,COLF01,pacifiedPear3,d1905215af024e0bec6e,JAKARTA UTARA,30.450000000000003,193842.12601158005
5071,2022-11-09,08:08:27,09:17:22,35.0,D09,1.0,0.0,COLF01,lyingChowder2,d27d7e8a5d5a2662e820,BOGOR,68.91666666666667,184620.48402359185
5072,2022-11-09,07:26:36,09:17:13,34.0,D02,1.0,23.0,COLF01,resolvedCake2,a6ac149cda1619de3494,PANGKALPINANG,110.61666666666666,218080.3473983444
5073,2022-11-09,08:51:15,09:17:21,3.0,U01,0.24,0.0,COLF02,grudgingPaella6,b1f3c090308dfddf5567,"PURWAKARTA, CILEGON",26.1,40418.509494703336
5074,2022-11-09,08:38:33,09:17:56,1.0,D01,1.0,0.0,COLF01,amazedLemur0,cd9d97adb4cb9b741f95,WONOSOBO,39.38333333333333,130741.01252398865
5076,2022-11-09,07:47:03,09:17:56,58.0,D01,5.0,10.0,COLF01,dearCurlew0,b62a3a8d473190b175cd,"LAKBOK , CIAMIS",90.88333333333334,183901.4417416945
5077,2022-11-09,09:03:12,09:17:54,8.0,D09,1.3,0.0,COLF01,gloomyMallard6,4f1b7be0df32c5d47922,"CILEUNYI,SOREANG",14.7,143281.8934701961
5078,2022-11-09,09:10:24,09:17:55,54.0,D01,2.0,0.0,COLF01,grumpyChile9,793ff14ce7aa05b1c135,"JAGAKARSA ,JAKARTA S",7.516666666666667,226256.5224952043
5079,2022-11-09,08:02:45,08:51:38,12.0,D01,4.26,0.0,COLF01,panickyTuna3,ca4984686e2f1261d7a4,"ARGAMAKMUR, KAB.BENG",48.88333333333333,565306.117981301
5080,2022-11-09,09:03:26,09:16:29,28.0,D01,1.0,0.0,COLF01,gloomyMussel3,e009c60603d5e66b269e,"LALAN,MUSI BANYUASIN",13.05,206539.60407469852
5081,2022-11-09,08:02:44,08:58:09,12.0,D10,3.5,0.0,COLF01,panickyTuna3,1571bbadacdc3ff1759c,"ARGAMAKMUR, KAB.BENG",55.416666666666664,633725.1705553848
5083,2022-11-09,07:28:38,09:17:55,43.0,D01,0.12,0.0,COLF01,merePiglet2,ba6f065e785db7666e0f,"DIWEK,KAB. JOMBANG",109.28333333333333,34923.81068994573
5084,2022-11-09,09:03:26,09:16:29,28.0,D01,1.0,0.0,COLF01,gloomyMussel3,df6ae87ba334ddbff375,"LALAN,MUSI BANYUASIN",13.05,206539.60407469852
5085,2022-11-09,08:54:16,09:17:54,33.0,D01,26.0,14.0,COLF01,fondFerret0,2009c07e1745e94a8a1c,"BARABAI,KAB.HULU SUN",23.633333333333333,1153161.8545582457
5086,2022-11-09,08:11:00,09:17:55,47.0,D01,20.0,0.0,COLF01,murkyBagels6,1c69e328cce7587e52ff,"SERANG BARU,CIKARANG",66.91666666666667,1303600.6835374648
5087,2022-11-09,08:05:32,09:17:49,26.0,D01,1.0,4.0,COLF01,ardentHeron5,2a95399b639f68427fc2,MANADO,72.28333333333333,209570.85232589417
5088,2022-11-09,07:59:22,09:17:55,35.0,D01,1.0,23.0,COLF01,dejectedStork3,72c6cf3fb2b313b7a8ad,"BOJONG GEDE,KAB.BOGO",78.55,260353.0579514385
5089,2022-11-09,07:03:09,09:17:54,38.0,D01,1.26,0.0,COLF01,wakefulSnipe7,777b93848679c50d4ca8,MATARAM,134.75000000000003,219407.14496966457
5090,2022-11-09,09:10:08,09:17:55,16.0,D06,0.58,0.0,COLF01,superiorMare3,90ec28f21cc8ed88e01e,"DENTE TELADAS,TULANG",7.783333333333334,82651.1067128682
5091,2022-11-09,08:37:42,09:17:53,58.0,D01,0.13,0.0,COLF01,ferventLeopard4,5d01cbdfbaee45c4215d,"SINGAPARNA , TASIKMA",40.18333333333333,54364.89777412229
5092,2022-11-09,08:28:24,09:17:55,35.0,D01,12.6,0.0,COLF01,cautiousLeopard4,df1844021bf79de64a31,"CIAMPEA,KAB.BOGOR",49.516666666666666,182966.12383612213
5094,2022-11-09,07:13:09,09:18:20,27.0,D09,1.0,0.0,COLF01,worriedChowder1,c264bd9ab5ad7099790a,"WAINGAPU,KAB.SUMBA T",125.18333333333335,204419.20082167597
5095,2022-11-09,08:38:20,09:18:27,15.0,D01,1.0,4.0,COLF01,thrilledLemur6,13a5b35ca87f55062da3,"TANJUNG MORAWA,LUBUK",40.11666666666667,97946.4016072811
5096,2022-11-09,07:53:00,08:32:41,12.0,D01,1.0,4.0,COLF01,pacifiedGarlic2,b44b079a5e922a6b9953,"LEBONG UTARA,LEBONG",39.68333333333333,99430.75041050946
5097,2022-11-09,08:44:17,09:18:27,0.0,D01,1.35,24.0,COLF01,lovesickMussel4,42748b24c7b7a1ca0ad6,"BANYUMANIK,SEMARANG",34.166666666666664,117249.2468579595
5098,2022-11-09,08:06:30,09:18:24,19.0,D09,1.0,0.0,COLF01,forsakenMuesli0,4ca7ce2bd7350d6e9553,"SINTANG,KAB.SINTANG",71.9,194069.27936550733
5099,2022-11-09,08:29:31,09:18:24,18.0,D01,1.0,0.0,COLF01,humorousMandrill0,8f82d0b995e5c0a77d29,MALANG,48.88333333333333,175196.66734769262
5100,2022-11-09,07:43:53,09:18:22,43.0,U12,4.02,0.0,COLF02,stressedBass8,5cd7ff35003e4ee3e23c,"PACE,KAB. NGANJUK",94.48333333333333,271943.50324066274
5101,2022-11-09,07:55:47,09:18:22,48.0,D09,1.0,3.0,COLF01,ardentHyena8,57a109ee28acdf20a4c0,"TIGARAKSA,KAB.TANGER",82.58333333333333,199190.8130625316
5102,2022-11-09,07:52:13,09:18:22,23.0,D01,0.79,0.0,COLF01,aboardPlover8,db2d88053afe33cfafc6,"BALIKPAPAN SELATAN,",86.15,156082.43694377106
5103,2022-11-09,08:02:15,09:18:21,39.0,D01,1.0,0.0,COLF01,superiorGarlic6,8a425ab4d6b55d48db28,"DENPASAR SELATAN,DEN",76.1,237673.63224389992
5104,2022-11-09,08:01:46,09:18:23,23.0,D01,1.0,0.0,COLF01,murkySnail8,336828da1a9d48347f29,"TANJUNGREDEB, KAB.BE",76.61666666666666,227539.6694637133
5105,2022-11-09,07:53:00,08:31:34,12.0,D01,1.0,0.0,COLF01,pacifiedGarlic2,7b5bbb1b01e6b9881136,"LEBONG UTARA,LEBONG",38.56666666666667,177851.72112444937
5106,2022-11-09,07:45:16,09:11:04,0.0,D01,0.8,0.0,COLF01,crushedIguana8,65f810b999085e93fdc0,"PATI,KAB.PATI",85.8,199513.13009834968
5107,2022-11-09,07:24:06,09:18:26,16.0,D01,1.5,0.0,COLF01,cheerfulOcelot1,014542fa665e51b23b51,"PULAU PANGGUNG, KOTA",114.33333333333333,165258.30485946295
5108,2022-11-09,07:42:31,09:18:24,6.0,D01,4.86,0.0,COLF01,crushedRhino6,91c784f51ded0ba82945,"PARUNGKUDA,SUKABUMI",95.88333333333334,218342.17648440297
5109,2022-11-09,08:32:16,09:18:24,13.0,D10,13.0,0.0,COLF01,cheerfulFalcon8,71f9b03284dd77ce06fe,"CILACAP TENGAH,  CIL",46.13333333333333,677920.7448536502
5111,2022-11-09,07:33:37,09:18:51,54.0,D10,1.0,19.0,COLF01,crummyRhino8,07ee8e94bbec2a90e24f,"KALIDERES ,JAKARTA B",105.23333333333333,187738.5558128425
5112,2022-11-09,08:26:44,09:18:44,20.0,D01,1.0,0.0,COLF01,amazedOryx5,758ed36eb4b0fd8b132d,"KUNINGAN, KAB KUNING",52.0,177681.77146581732
5114,2022-11-09,09:03:18,09:18:52,50.0,D01,5.4,0.0,COLF01,soreStork8,ce99e5a905b3e894b6ad,"SELAT, KUALAKAPUAS",15.566666666666668,258553.7081519294
5115,2022-11-09,07:43:24,09:18:48,35.0,D04,1.0,4.0,COLF01,brainyQuiche2,23ba88cf75c5832a3ca5,"BABAKAN MADANG,KAB.B",95.4,148077.1913132093
5116,2022-11-09,09:00:53,09:18:50,42.0,D09,1.0,0.0,COLF01,brainyAbalone9,95bddc407cfbffaf5933,"RAPPOCINI,MAKASSAR",17.95,219433.09415684344
5117,2022-11-09,09:07:05,09:18:49,51.0,D10,0.1,0.0,COLF01,cruelHare3,46455c79b2ea7d560b49,"LUBUK BAJA, BATAM",11.733333333333333,58581.73270281101
5118,2022-11-09,07:43:25,09:18:48,35.0,D04,1.0,0.0,COLF01,brainyQuiche2,d297438c6956811e6cd6,"BABAKAN MADANG,KAB.B",95.38333333333334,156127.07804135405
5119,2022-11-09,08:48:27,09:18:50,29.0,D01,1.0,7.0,COLF01,offendedCod2,67cb0a3e45019ada6219,"TUBAN,KAB.TUBAN",30.383333333333333,195635.84004125308
5120,2022-11-09,08:15:08,09:18:51,28.0,D01,6.0,0.0,COLF01,artisticPolenta8,15d9372f9bcc03feb58b,"SEKAYU,KAB.MUSI BANY",63.716666666666676,276715.8297854719
5121,2022-11-09,07:06:58,09:18:52,7.0,D01,1.78,0.0,COLF01,needfulBaboon1,d42948ade5750b4c5849,"SENAPELAN, PEKANBARU",131.9,162640.07939640482
5122,2022-11-09,08:47:06,09:19:19,54.0,D09,1.0,14.0,COLF01,anxiousStork7,d744ea1dcafef4c27d7c,"CENGKARENG ,JAKARTA",32.21666666666667,215947.76825944238
5123,2022-11-09,08:35:10,09:19:20,30.0,D04,0.12,0.0,COLF01,contentQuiche4,c1f573b0418f60c38510,"JAYAPURA UTARA,JAYAP",44.166666666666664,78622.88446431927
5124,2022-11-09,08:37:09,09:19:19,17.0,D10,1.0,0.0,COLF01,ashamedCamel7,4c9f0dc16f47b74d46f6,"UMBULHARJO,YOGYAKART",42.166666666666664,175196.66734769262
5125,2022-11-10,09:10:12,09:36:33,4.0,D01,1.0,4.0,COLF01,artisticLocust3,29540a1f5571ba05eef4,"KOTO TENGAH,PADANG",26.35,97985.80855508328
5127,2022-11-10,09:35:22,09:36:32,15.0,U12,1.0,0.0,COLF02,awedSausage7,42ae6bc6a1e2c831c201,"MEDAN PETISAH,MEDAN",1.1666666666666667,172312.22916129144
5128,2022-11-10,07:53:55,09:36:37,29.0,D04,2.0,7.0,COLF01,relievedCod8,4d1786eb38e9446c8e67,SURABAYA,102.7,262265.1901409022
5130,2022-11-10,09:12:47,09:36:34,20.0,D01,1.93,0.0,COLF01,fondAbalone2,8976cdac96a9e95b7a06,"SINDANG, INDRAMAYU",23.783333333333335,193559.22017039577
5131,2022-11-10,07:18:27,09:36:31,47.0,D01,1.0,0.0,COLF01,cautiousRelish3,04b87998fd93009f0a04,"CIBITUNG,CIKARANG",138.06666666666666,199874.34632820278
5132,2022-11-10,09:24:42,09:36:32,48.0,D01,25.0,0.0,COLF01,troubledPorpoise2,a439ff3e7360bf44b51a,"PAMULANG, TANGERANG",11.833333333333334,1351351.9761885745
5133,2022-11-10,09:22:19,09:36:32,54.0,D04,1.0,7.0,COLF01,finickyApricots8,3d466ffc6ce36cfa9d02,"GAMBIR ,JAKARTA PUSA",14.216666666666667,197691.55967206435
5134,2022-11-10,09:13:35,09:36:33,13.0,D01,1.0,0.0,COLF01,giddyChile0,74cea6daabb22d5e297b,CILACAP TENGAH,22.966666666666665,174149.9217763871
5135,2022-11-10,07:39:28,09:36:35,50.0,D01,4.3,0.0,COLF01,curiousLizard2,0dce336622605dbedc51,"PAHANDUT , PALANGKA",117.11666666666666,219002.50563409828
5136,2022-11-10,08:25:21,09:36:35,12.0,D01,0.01,0.0,COLF01,culturedVenison7,402b88d1c1c65e7286ee,"KOTA MANNA, KAB.BENG",71.23333333333333,41543.972585385236
5137,2022-11-10,09:07:48,09:36:32,28.0,D01,4.3,0.0,COLF01,cockySnail2,6254c6c4930b676bf224,LUBUKLINGGAU TIMUR I,28.733333333333334,403398.2548609338
5138,2022-11-10,07:18:27,09:36:31,47.0,D01,0.5,0.0,COLF01,cautiousRelish3,74ddc70dd81d69c42213,"CIBITUNG,CIKARANG",138.06666666666666,104404.73167849454
5139,2022-11-10,08:05:58,09:36:31,35.0,D09,5.8,0.0,COLF01,unhappyTortoise2,57e47ef3fe7f92917aad,"BOGOR UTARA, BOGOR",90.55,116163.7459505813
5140,2022-11-10,07:16:41,09:36:32,7.0,D09,1.0,6.0,COLF01,sheepishTacos1,2bc40882a5dded122d2b,PEKANBARU,139.85,172949.10493352773
5141,2022-11-10,08:28:56,09:36:33,35.0,D01,0.2,3.0,COLF01,tautRhino2,a186dda38379b46a29a0,"CIBINONG,BOGOR",67.61666666666667,110919.29558762458
5142,2022-11-10,09:10:12,09:36:35,48.0,D04,1.0,0.0,COLF01,humorousMackerel7,0551fa14487bf77c43f5,"CIPONDOH , TANGERANG",26.383333333333333,198023.5065333594
5143,2022-11-10,09:13:35,09:36:33,13.0,D01,1.0,0.0,COLF01,giddyChile0,318571abb0b45146c980,CILACAP TENGAH,22.966666666666665,174149.9217763871
5144,2022-11-10,09:02:02,09:36:37,54.0,D01,0.4,0.0,COLF01,mercifulJerky3,599a0f1f20c1db58162c,"SAWAH BESAR ,JAKARTA",34.583333333333336,116900.79422340372
5145,2022-11-10,08:20:08,09:36:41,39.0,D10,1.0,0.0,COLF01,forsakenOtter2,94b8ae52a99306524982,GIANYAR,76.55,237673.63224389992
5146,2022-11-10,08:39:26,09:36:39,48.0,D01,1.0,0.0,COLF01,holisticGranola3,93d663993f9eacb1c05b,"PONDOK AREN, TANGERA",57.21666666666667,130017.68955762497
5147,2022-11-10,08:19:46,09:36:40,18.0,D01,1.0,7.0,COLF01,humorousMandrill0,872227b879b81ca0cced,MALANG,76.9,179628.1121717596
5148,2022-11-10,08:43:15,09:36:38,16.0,D01,1.0,11.0,COLF01,forsakenFalcon9,7a4c7734d77b73e93f1b,"LAMPUNG UTARA ,ABUNG",53.38333333333333,154865.10816460187
5150,2022-11-10,08:24:06,09:36:38,3.0,D10,1.0,0.0,COLF01,wingedWhiting0,61fa7b7caa2759ebaac1,SERANG,72.53333333333333,143481.4236512968
5151,2022-11-10,07:45:14,09:36:40,38.0,D09,1.0,0.0,COLF01,annoyedLizard5,fa747d93c4b86c0b64f3,MATARAM,111.43333333333334,210966.0757631072
5152,2022-11-10,08:10:13,09:36:19,50.0,D01,1.0,6.0,COLF01,betrayedBagels0,83ff4fd11e642bd0c393,"JEKAN RAYA, PALANGKA",86.1,238156.50692958146
5153,2022-11-10,07:57:45,09:36:40,48.0,D05,1.185,0.0,COLF01,somberCheetah5,3804d45e96a18aed6aa1,"LARANGAN , TANGERANG",98.91666666666667,163903.16703621557
5154,2022-11-10,09:02:04,09:36:41,52.0,D01,1.1,0.0,COLF01,mellowEagle2,9aaf245ad52aac1120db,BEKASI SELATAN,34.61666666666667,164657.5476134641
5158,2022-11-10,08:49:07,09:37:01,54.0,D08,0.4,0.0,COLF01,wrathfulCheese4,0a3943bb03748f4bfa76,"CILANDAK,JAKARTA SEL",47.9,127027.86645455644
5159,2022-11-10,07:37:22,09:37:05,33.0,D01,1.0,26.0,COLF01,amazedCod9,bb1c40dc3138033a472d,BANJARBARU,119.71666666666667,204847.1301832588
5160,2022-11-10,09:05:37,09:37:03,7.0,D01,15.0,0.0,COLF01,humorousCheetah3,10177e59b8f9659fa141,"TAMPAN, PEKANBARU",31.433333333333337,733244.4431457532
5161,2022-11-10,08:17:43,09:37:03,21.0,D10,1.0,19.0,COLF01,finickyPie4,fe5cb0660a62d9e33fbb,"TEGAL TIMUR,TEGAL",79.33333333333333,227677.51326845263
5162,2022-11-10,07:39:20,09:37:04,35.0,D10,1.0,14.0,COLF01,relievedTruffle8,9e00b2abc67c36ed01e1,"BOGOR UTARA, BOGOR",117.73333333333333,108383.34162449086
5163,2022-11-10,08:17:46,09:37:05,7.0,D01,1.0,0.0,COLF01,wingedSnipe1,eff4c4432d77ec63b67d,"MARPOYAN DAMAI, PEKA",79.31666666666666,204123.78339603622
5164,2022-11-10,09:08:31,09:37:04,10.0,D01,1.0,0.0,COLF01,boastfulCheese1,69c87dad3b59572c88b4,"SANGATTA UTARA,KUTAI",28.55,187123.33577667284
5165,2022-11-10,08:32:42,09:37:05,35.0,D09,1.0,6.0,COLF01,holisticLocust2,a0fc84458aafcd5e4eda,"BOGOR SELATAN, BOGOR",64.38333333333334,180336.5484652727
5167,2022-11-10,07:35:53,09:37:04,54.0,D01,4.0,0.0,COLF01,alertOcelot1,8b97eeeb97c5fe8768a3,"KEMBANGAN ,JAKARTA B",121.18333333333334,200514.65560979332
5168,2022-11-10,08:34:43,09:37:04,43.0,D08,1.0,0.0,COLF01,brainyRaisins4,ada35b8897ca2905a143,"NGORO,MOJOKERTO",62.35000000000001,205804.4610524815
5169,2022-11-10,07:58:56,09:37:00,1.0,D01,28.0,0.0,COLF01,yearningCheese5,710644e37365366c53bd,"GRABAG,MAGELANG",98.06666666666666,389703.49895640754
5170,2022-11-10,07:26:03,09:37:02,29.0,D01,1.9,0.0,COLF01,ferventFerret7,c8c0a742cca2bdbb29a6,"KEBOMAS,GRESIK",130.98333333333335,196688.25334455742
5171,2022-11-10,09:00:55,09:37:04,18.0,D01,5.0,0.0,COLF01,amazedBuzzard5,3205dc7e1421eb118ea0,"BUMIAJI,BATU",36.15,358211.07283334277
5172,2022-11-10,08:50:57,09:37:02,54.0,D04,1.0,0.0,COLF01,dopeyGranola4,0a2db588f92f6a3514a9,"MAMPANG PRAPATAN,JKT",46.083333333333336,195097.6420322824
5173,2022-11-10,09:35:23,09:37:06,37.0,D01,1.0,22.0,COLF01,thriftySnipe2,2f095dddcc3802b90803,"BINTUNI,KAB. TELUK B",1.7166666666666666,397958.93746433954
5174,2022-11-10,08:46:43,09:37:06,3.0,D01,1.0,19.0,COLF01,eagerDoughnut8,583ef237ed8ef5790d40,"CIKANDE,BAROS",50.38333333333333,145045.9642867149
5175,2022-11-10,08:35:49,09:13:16,8.0,D01,0.3,0.0,COLF01,selfishWhiting6,d5d3974885afeabf110b,"PENGATIKAN,GARUT",37.45,35097.720975134966
5176,2022-11-10,08:14:54,09:37:06,0.0,D01,1.0,25.0,COLF01,tautDotterel1,5169db6159509d1af10e,"BOJA,KENDAL",82.2,242206.04554045852
5177,2022-11-10,07:17:34,09:37:07,54.0,D10,1.0,0.0,COLF01,gleefulCake6,26a5b7d1dd7e0924d0d4,"PANCORAN ,JAKARTA SE",139.55,200326.50247386415
5178,2022-11-10,09:19:02,09:37:06,54.0,D01,5.18,0.0,COLF01,kindOrange4,fe7a192d9b5ca67512bf,"KEBON JERUK ,JAKARTA",18.066666666666666,231312.53733743087
5179,2022-11-10,07:42:07,09:37:06,47.0,D09,1.0,0.0,COLF01,mellowMacaw6,dabc157344226929d7b0,"TAMBUN SELATAN,CIKAR",114.98333333333333,78090.54280835358
5180,2022-11-10,08:18:06,09:37:08,52.0,D01,1.0,0.0,COLF01,joyfulThrushe6,1ba7cd9506c89b52a848,BEKASI SELATAN,79.03333333333333,202342.83135286844
5181,2022-11-10,07:02:36,09:36:37,47.0,D01,0.035,0.0,COLF01,contentBoars7,1ca5d9b7cfb62fbab08c,"KARANGBAHAGIA,CIKARA",154.01666666666668,37636.955437448865
5183,2022-11-10,08:58:03,09:37:08,4.0,D09,0.1,0.0,COLF01,resolvedOtter1,48eb1bd728d111eaf87b,"NANGGALO, PADANG",39.083333333333336,45865.06283452893
5184,2022-11-10,08:55:42,09:37:04,8.0,D09,2.22,0.0,COLF01,grumpyDove2,89e4374424f9f31e79ed,"CILAWU,GARUT",41.36666666666667,153227.73636399294
5185,2022-11-10,07:22:31,09:37:06,21.0,D01,0.07,0.0,COLF01,jubilantRhino2,3f251ab74ff0f6b2ca74,"BOJONG,SLAWI",134.58333333333334,35700.84590815243
5187,2022-11-10,07:11:48,09:37:08,29.0,D01,1.0,7.0,COLF01,wornoutOil8,eaf15a00aea78bebf298,"SUKODADI,LAMONGAN",145.33333333333334,189341.4067656047
