,date_start,time_start,time_stop,branch_destination,task_detail_status,weight,branch_origin,task_status_id,task_assigned_to,task_id,receiver_city,delivery_time,amount_prediction
4865,2022-11-09,08:38:28,09:18:01,27.0,D01,1.0,0.0,COLF01,ashamedVenison0,5dbea006076bf73a2a75,"ATAMBUA BARAT,BELU",39.55,215408.24655861882
4866,2022-11-09,07:39:26,09:18:33,39.0,D09,1.0,24.0,COLF01,pleasedBustard0,562588c9fa14aeb8fd19,"DENPASAR SELATAN,DEN",99.11666666666666,253459.4329908028
4867,2022-11-09,07:45:55,09:18:35,39.0,D07,3.16,0.0,COLF01,dearPaella0,ce0170a9a29c27a9bad5,"DENPASAR TIMUR,DENPA",92.66666666666667,255048.66649932394
4868,2022-11-09,07:47:48,09:18:29,8.0,D01,2.02,0.0,COLF01,annoyedDove2,26bff5f6ca8dc5c7e55a,GARUT KOTA,90.68333333333334,159613.80488758528
4869,2022-11-09,07:46:32,09:18:32,35.0,D09,1.0,0.0,COLF01,wakefulBuzzard6,80689f78210498b9c13f,"BOGOR TIMUR, BOGOR",92.0,169274.20206598277
4870,2022-11-09,07:34:42,09:18:33,7.0,D09,1.0,19.0,COLF01,amusedDove6,678af0a2435e5d1e6b02,"BUKIT RAYA, PEKANBAR",103.85,150136.32081869539
4871,2022-11-09,08:38:28,09:18:01,27.0,D01,0.667,0.0,COLF01,ashamedVenison0,ee2595e4b4482979236a,"ATAMBUA BARAT,BELU",39.55,148627.29957980203
4872,2022-11-09,07:45:15,08:33:26,0.0,D10,2.6,0.0,COLF01,crushedIguana8,a34902bf1da27b83e48e,"PATI,KAB.PATI",48.18333333333333,356251.04282266967
4873,2022-11-09,08:32:21,09:18:33,29.0,D09,1.0,0.0,COLF01,similarMeerkat3,50317742d2399babf029,"BANGKALAN,KAB.BANGKA",46.2,166777.80500146386
4874,2022-11-09,07:32:53,09:19:42,28.0,D01,1.0,0.0,COLF01,cruelBustard2,13d7ca483564662c450d,"ILIR TIMUR I, PALEMB",106.81666666666666,198570.0923041289
4875,2022-11-09,08:26:51,09:19:48,0.0,D09,0.015,0.0,COLF01,puzzledFerret4,c9cf582fc6d19a840ab5,"WEDUNG,DEMAK",52.95,42499.84689360046
4876,2022-11-09,07:41:25,09:19:41,35.0,D01,0.066,0.0,COLF01,sugaryCrackers2,be0a186578f2ace58a56,"CIBINONG,BOGOR",98.26666666666667,48717.973295422205
4878,2022-11-09,08:14:07,09:19:40,3.0,D06,0.3,0.0,COLF01,panickyOcelot8,788f97a71acf44ece0e3,"CINANGKA,BAROS",65.55000000000001,54939.64563462667
4879,2022-11-09,09:04:21,09:19:36,18.0,D01,12.05,0.0,COLF01,awedApricots4,c7fa1f0fb2447f7d59f5,"SANANWETAN,BLITAR",15.250000000000002,634376.1485854832
4881,2022-11-09,08:51:00,09:19:43,10.0,D01,5.5,0.0,COLF01,ferventThrush7,676edadc2ad7087409a1,"BONTANG UTARA, BONTA",28.716666666666665,338306.84013961226
4882,2022-11-09,07:30:29,09:19:40,56.0,D01,1.0,0.0,COLF01,mildChowder8,1a830ac38878c837a035,TANJUNGPANDAN,109.18333333333334,191659.3867810592
4883,2022-11-09,08:12:57,09:19:38,1.0,D01,3.6,22.0,COLF01,euphoricHare6,8996320a663a1ec2706e,MUNTILAN.MAGELANG,66.68333333333334,246643.77250992722
4884,2022-11-09,08:38:21,09:19:43,15.0,D04,1.0,0.0,COLF01,thrilledLemur6,c57655af8472bd06bcbf,MEDAN,41.36666666666667,175196.66734769262
4885,2022-11-09,08:59:44,09:19:42,42.0,D01,1.0,9.0,COLF01,mereBurritos1,50d54ea88e9e0977daf8,BULUKUMBA,19.966666666666665,219827.755073775
4886,2022-11-09,09:10:09,09:19:42,16.0,D06,1.0,12.0,COLF01,superiorMare3,53b69aafecbaa85cbfe3,"DENTE TELADAS,TULANG",9.55,156292.19202344876
4887,2022-11-09,08:47:07,09:19:41,41.0,D01,1.1,15.0,COLF01,somberLemur6,09ab8a1e48db9365e972,KADIA KOTAKENDARI,32.56666666666667,213809.05071382035
4888,2022-11-09,08:18:14,09:19:41,29.0,D01,0.13,0.0,COLF01,jumpyRat2,0f7aa08db2e39271f6dd,"MANTUP,LAMONGAN",61.45000000000001,43758.26906669775
4889,2022-11-09,08:03:47,09:19:40,29.0,D01,1.49,0.0,COLF01,panickySwift5,398fb6915bf967129c5f,"TRENGGALEK,KAB.TRENG",75.88333333333334,207398.30781293818
4890,2022-11-09,09:02:10,09:19:43,20.0,D01,0.05,0.0,COLF01,gutturalMackerel8,d359ab69f79cb71dba00,"LURAGUNG,KUNINGAN",17.55,32403.400865716765
4891,2022-11-09,08:12:57,09:19:38,1.0,D01,2.0,24.0,COLF01,euphoricHare6,899ac5d830ce46a6d19a,MUNTILAN.MAGELANG,66.68333333333334,192926.6335085541
4892,2022-11-09,08:42:04,09:19:40,18.0,D01,1.0,17.0,COLF01,wearyDunbird7,ecae343486de923df987,"KLOJEN,MALANG",37.6,123682.17391289973
4893,2022-11-09,08:14:05,09:19:40,3.0,D06,0.1,0.0,COLF01,panickyOcelot8,22f2233d84b13dc20891,"CINANGKA,BAROS",65.58333333333334,39511.240142616574
4894,2022-11-09,08:10:08,09:19:38,54.0,D01,15.0,4.0,COLF01,goofyCockatoo4,969df878a5004aa4bd1b,"TANAH ABANG,JAKARTA",69.5,1332277.9970634624
4895,2022-11-09,08:58:35,09:19:39,18.0,D01,1.0,0.0,COLF01,amusedSausage5,6a19498694343393d88c,"SUMBERPUCUNG,KABUPAT",21.066666666666666,174149.9217763871
4896,2022-11-09,08:35:09,09:19:40,42.0,D01,1.0,0.0,COLF01,joyfulJerky0,aacef94ce5eea4d2e9bf,"SOMBA OPU,SUNGGUMINA",44.516666666666666,220752.018777444
4897,2022-11-09,07:45:21,09:19:41,42.0,D01,1.0,0.0,COLF01,scornfulCurlew9,b0be5916c2403967d59f,"MAMUJU,MAMUJU",94.33333333333333,217917.39233588465
4898,2022-11-09,08:58:59,09:19:38,15.0,U12,1.0,4.0,COLF02,betrayedBagels8,ecea7fae3287bacf908e,"MEDAN DELI,MEDAN",20.65,97361.20233574323
4899,2022-11-09,09:05:29,09:19:38,17.0,U09,1.0,17.0,COLF02,wakefulIguana8,4572053e3cbe98891b31,"DEPOK,SLEMAN",14.15,55163.62128870085
4901,2022-11-09,08:10:08,09:19:38,54.0,D01,11.0,4.0,COLF01,goofyCockatoo4,9a3aad71fbbd5b3be3b6,"TANAH ABANG,JAKARTA",69.5,220853.22545329167
4902,2022-11-09,08:39:58,09:19:45,0.0,D01,2.35,0.0,COLF01,offendedBaboon9,33feade38b295c69b0e3,"KEPOHBARU,BOJONEGORO",39.78333333333333,105329.11204803419
4903,2022-11-09,08:08:20,09:19:46,50.0,D01,2.25,0.0,COLF01,betrayedBagels0,606d7ba310a27ed789b7,"JEKAN RAYA, PALANGKA",71.43333333333334,227656.6457318355
4904,2022-11-09,07:55:47,09:19:45,48.0,D09,1.6,0.0,COLF01,ardentHyena8,f524ff3152d1d57574e0,"TIGARAKSA,KAB.TANGER",83.96666666666667,177684.88296365988
4906,2022-11-09,08:31:36,09:19:44,16.0,D09,1.0,0.0,COLF01,forsakenFalcon9,ded0736978cb5f5611f3,"KOTABUMI, KAB.LAMPUN",48.13333333333333,175196.66734769262
4907,2022-11-09,07:45:45,09:19:43,20.0,D01,1.0,19.0,COLF01,debonairPoultry4,e6be8eb7190a266bf502,"KUNINGAN, KAB KUNING",93.96666666666667,187478.6152837145
4908,2022-11-09,07:45:31,09:19:43,0.0,D09,5.5,0.0,COLF01,murkySeagull3,d524d7c588417722b4d2,"KUDUS,KAB.KUDUS",94.2,181397.14520282514
4909,2022-11-09,09:10:55,09:19:39,44.0,D02,3.03,0.0,COLF01,finickyCordial1,32ede47ee05edfab8c31,"SAMARINDA KOTA,SAMAR",8.733333333333333,306015.8239128372
4910,2022-11-09,09:12:07,09:19:43,19.0,D01,1.0,0.0,COLF01,aboardEland9,f93a3eb5697f1521a116,KAPUAS KAB.SANGGAU,7.6,169742.08048558596
4911,2022-11-09,08:10:08,09:19:38,54.0,D01,13.0,4.0,COLF01,goofyCockatoo4,33017939324bcdbc7a65,"TANAH ABANG,JAKARTA",69.5,567593.6602748262
4912,2022-11-09,07:30:29,09:19:40,56.0,D01,1.0,3.0,COLF01,mildChowder8,f3be711067baec7863f5,TANJUNGPANDAN,109.18333333333334,191121.15686073859
4913,2022-11-09,07:10:16,08:47:03,52.0,D01,1.0,0.0,COLF01,peskyIcecream0,0035feabe40d5cff993a,"BEKASI TIMUR, BEKASI",96.78333333333333,158238.45408947163
4914,2022-11-09,08:58:32,09:19:46,38.0,D01,2.38,24.0,COLF01,cockyPorpoise5,9cade610e36250664957,"SUKAMULIA,SELONG",21.233333333333334,310105.1258133339
4915,2022-11-09,08:39:05,09:19:46,46.0,D01,1.0,0.0,COLF01,mildCockatoo8,960168be13363a68d741,"TARAKAN TIMUR , TARA",40.68333333333333,214988.59221609926
4916,2022-11-09,08:42:53,09:19:45,54.0,D01,1.0,0.0,COLF01,sheepishHoopoe9,4ff74f96eb9717571010,JAKARTA BARAT,36.86666666666667,193119.7860054439
4917,2022-11-09,07:02:51,09:19:50,35.0,D01,0.8,0.0,COLF01,puzzledBoa1,8454c2ea188d7692d87b,"BOGOR TENGAH, BOGOR",136.98333333333332,113724.95237409412
4918,2022-11-09,09:19:22,09:19:46,7.0,D01,2.8,0.0,COLF01,mildStork5,c17322c0a2a921fa863a,"BUKIT RAYA, PEKANBAR",0.4,169575.77895418758
4919,2022-11-09,09:12:07,09:19:43,19.0,D01,1.0,0.0,COLF01,aboardEland9,9ffcb2af62267360077e,KAPUAS KAB.SANGGAU,7.6,169742.08048558596
4920,2022-11-09,09:18:00,09:19:22,7.0,U12,1.0,19.0,COLF02,curiousTomatoe7,32f662403aea002957b2,"PELANGIRAN, TEMBILAH",1.3666666666666667,181757.320914107
4921,2022-11-09,08:35:21,09:19:45,16.0,D01,1.0,11.0,COLF01,wakefulSheep6,77242129c67b56313bf2,"SUKADANA, KAB.LAMPUN",44.4,154865.10816460187
4922,2022-11-09,09:18:00,09:19:22,7.0,U12,1.0,0.0,COLF02,curiousTomatoe7,614d5de0b5c3358998ea,KAB. INDRAGIRI HILIR,1.3666666666666667,176895.2599541354
4923,2022-11-09,07:08:00,09:19:49,20.0,D01,1.0,0.0,COLF01,giddyOcelot7,389acca9d97acf08d044,"KUNINGAN, KAB KUNING",131.8166666666667,166558.211661854
4924,2022-11-09,08:39:59,09:19:49,49.0,D01,1.2,0.0,COLF01,wearyChowder0,fa4fbbbea162a7cee177,"BACAN,LABUHA",39.833333333333336,202487.3078937958
4925,2022-11-09,07:39:48,09:19:47,47.0,D01,3.3,0.0,COLF01,obsessedAntelope5,c3d352426117fd4aaa38,"TAMBUN SELATAN,CIKAR",99.98333333333333,98370.923136827
4926,2022-11-09,09:18:00,09:19:22,7.0,U12,0.45,0.0,COLF02,curiousTomatoe7,14a5c60fec188a1fc323,"PELANGIRAN, TEMBILAH",1.3666666666666667,66103.88761805411
4928,2022-11-09,08:50:32,09:19:47,52.0,D09,1.0,14.0,COLF01,panickyToucan3,97d9f045b1f0ead29149,BEKASI SELATAN,29.25,227220.71337994406
4929,2022-11-09,08:01:30,09:19:48,3.0,D09,1.0,8.0,COLF01,anxiousRat9,2b8928139e4c024e76fa,"CIPOCOK JAYA ,SERANG",78.3,161494.56992793683
4930,2022-11-09,08:59:39,09:19:47,12.0,D04,1.0,0.0,COLF01,scornfulCheese0,9734cb5d6e556431da68,BENGKULU,20.133333333333333,176789.1124330031
4931,2022-11-09,08:49:36,09:19:40,28.0,D01,1.75,0.0,COLF01,holisticLocust7,ff88874557259569a1a4,"GELUMBANG,MUARA ENIM",30.066666666666666,223829.23208078303
4932,2022-11-09,07:15:33,09:19:49,39.0,D09,1.0,0.0,COLF01,sheepishCoconut1,7e951b0d72d3be9146e2,"DENPASAR BARAT,DENPA",124.26666666666668,220084.72118613138
4933,2022-11-09,08:18:00,09:17:08,39.0,D02,1.0,24.0,COLF01,obsessedHyena8,843031a39a9146f9ca04,"KLUNGKUNG,SEMARAPURA",59.13333333333333,318357.67176364816
4935,2022-11-09,08:02:28,09:17:04,35.0,D04,1.0,19.0,COLF01,euphoricDingo3,caa446e34619f2ad3d15,"CIBINONG,BOGOR",74.6,195326.14561149356
4936,2022-11-09,08:00:05,09:17:02,54.0,D02,4.0,0.0,COLF01,thriftyChile3,049a9a71abc721588527,"GAMBIR ,JAKARTA PUSA",76.95,225112.84055306637
4937,2022-11-09,08:30:29,09:17:08,1.0,D01,6.15,0.0,COLF01,boastfulDoves8,d1623b2b31449eded912,"SALAM,MUNTILAN",46.65,213845.26327776196
4938,2022-11-09,07:28:55,09:17:09,42.0,D01,1.0,9.0,COLF01,trustingSausage2,a7fa0e4e217ed33c26d6,"PASANGKAYU,MAMUJU UT",108.23333333333333,207154.24292212655
4939,2022-11-09,08:32:00,09:16:58,38.0,D09,0.05,0.0,COLF01,aboardDoughnut5,0d32321fcfd35f44b8e1,"SUMBAWA,SUMBAWABESAR",44.96666666666667,43753.70735249425
4940,2022-11-09,08:26:55,09:16:59,54.0,D04,2.0,0.0,COLF01,importedPiglet2,a7454eb38a144d0a282e,"CILINCING ,JAKARTA U",50.06666666666667,190843.18838122857
4941,2022-11-09,07:13:31,09:17:04,38.0,D01,1.0,0.0,COLF01,boastfulBuzzard6,9c4f46fa242ceb7b2d5d,"GERUNG, KAB.LOMBOK B",123.55000000000001,224493.18095217794
4942,2022-11-09,08:01:27,09:17:03,19.0,D01,1.0,0.0,COLF01,solidWigeon4,b770d1359a50bb4f6c48,"SINTANG,KAB.SINTANG",75.6,194069.27936550733
4943,2022-11-09,08:13:03,09:17:07,38.0,D01,1.0,0.0,COLF01,shamefulMuesli6,92b3f7140b1c83462e15,"PRAYA,KAB.LOMBOK TEN",64.06666666666668,229273.12769056138
4944,2022-11-09,08:05:15,09:17:08,39.0,D01,1.0,0.0,COLF01,eagerMuesli3,d634dcd542c61e95190f,DENPASAR,71.88333333333334,237673.63224389992
4945,2022-11-09,08:01:59,09:17:06,35.0,D06,1.0,3.0,COLF01,boastfulCheese4,ac03a2462c9e8570f52e,"SUKARAJA,KAB.BOGOR",75.11666666666666,165712.15559959423
4946,2022-11-09,08:00:05,09:17:02,54.0,D02,2.62,0.0,COLF01,thriftyChile3,21633b304172569ee702,"GAMBIR ,JAKARTA PUSA",76.95,221303.36307895134
4947,2022-11-09,08:05:17,09:17:04,24.0,D10,2.0,7.0,COLF01,cynicalChile9,d046346ff6a19b3e2ea6,"KOTA TENGAH,GORONTAL",71.78333333333333,663413.5261333529
4948,2022-11-09,08:26:55,09:16:59,54.0,D04,1.0,14.0,COLF01,importedPiglet2,70bb0f33d308c11d23ab,"CILINCING ,JAKARTA U",50.06666666666667,223513.86669920964
4949,2022-11-09,08:53:07,09:17:12,14.0,D01,2.0,12.0,COLF01,madThrush1,2847158ce0d987293582,"WONOGIRI,KAB.WONOGIR",24.083333333333332,243442.90012135726
4950,2022-11-09,08:28:09,09:17:14,29.0,D01,6.0,0.0,COLF01,lyingThrushe6,5d6d8cef5daa0279f5e9,"KEBOMAS,GRESIK",49.083333333333336,270748.7826799722
4951,2022-11-09,07:17:44,09:17:15,18.0,D07,1.0,0.0,COLF01,vengefulAbalone1,47356fa895e5ee8178af,"KLOJEN,MALANG",119.51666666666667,226119.31497325207
4952,2022-11-09,08:42:29,09:17:37,18.0,D10,1.0,3.0,COLF01,annoyedBaboon4,fbf735f4a68ea853ffab,MALANG,35.13333333333333,169569.13064508507
4953,2022-11-09,07:24:37,09:17:37,33.0,D09,0.5,0.0,COLF01,shamefulHawk5,64af06ab1dfe75bbb6f0,"BANJAR BARU SELATAN,",113.0,100398.8770537074
4954,2022-11-09,08:42:30,09:17:37,18.0,D10,1.0,3.0,COLF01,annoyedBaboon4,2160adef99d623887cb6,"BLIMBING,MALANG",35.11666666666667,139594.12073994492
4955,2022-11-09,07:45:12,09:17:36,35.0,D09,10.0,6.0,COLF01,euphoricHyena6,a3835c86d9040d33f80f,"GUNUNG SINDUR,KAB.BO",92.4,163144.72623485292
4956,2022-11-09,07:22:40,09:17:39,48.0,D09,1.0,0.0,COLF01,troubledHyena5,de6f0d0bc96ea9293051,"CIPONDOH , TANGERANG",114.98333333333333,190382.5958555394
4957,2022-11-09,07:45:13,09:17:36,35.0,D09,4.61,0.0,COLF01,euphoricHyena6,7d0e8893817d90ae05ba,"GUNUNG SINDUR,KAB.BO",92.38333333333334,198950.695482588
4958,2022-11-09,08:42:05,09:17:33,22.0,D01,2.0,0.0,COLF01,contentChowder3,b0f44046221de59d5923,"TUNGKAL ILIR,KUALATU",35.46666666666667,568087.7994001085
4960,2022-11-09,07:37:46,09:17:38,35.0,D01,1.89,0.0,COLF01,hushedBustard7,44b3efe53590fd9c6118,"CILEUNGSI,KAB.BOGOR",99.86666666666666,268402.2649770451
4961,2022-11-09,08:12:12,09:17:37,29.0,D10,8.8,14.0,COLF01,innocentOwl6,dc053017f932fe9d8d28,SURABAYA,65.41666666666667,314071.4249689786
4962,2022-11-09,08:00:48,09:17:38,1.0,D10,5.0,7.0,COLF01,lazyVenison7,6c24ca45c256fba971d3,"SAWANGAN,MAGELANG",76.83333333333333,212514.40701972626
4963,2022-11-09,07:50:54,09:17:41,35.0,D09,2.8,0.0,COLF01,ardentPear9,abb0496641dd85236f5b,"CIBINONG,BOGOR",86.78333333333333,197119.78579873033
4964,2022-11-09,09:00:01,09:18:20,42.0,D01,1.0,9.0,COLF01,dopeySalami0,0c1bc0af04e75ccfc1f7,"SINJAI UTARA,SINJAI",18.316666666666666,219827.755073775
4965,2022-11-09,07:47:13,09:18:21,47.0,D09,1.36,0.0,COLF01,worriedTacos4,1c33ecb7d342ee846a09,"TAMBUN SELATAN,CIKAR",91.13333333333334,56745.72321532018
4966,2022-11-09,08:23:42,09:18:21,7.0,D01,1.0,16.0,COLF01,boredCod8,f1e929a29e511276ff44,"BENGKALIS, KAB BENGK",54.65,175177.9470512471
4968,2022-11-09,07:59:00,09:18:21,49.0,D01,1.0,0.0,COLF01,lyingOcelot9,2f18f90a0bad61b03c81,"TERNATE TENGAH,TERNA",79.35,246308.12449678898
4969,2022-11-09,08:34:40,09:18:22,0.0,D09,1.0,17.0,COLF01,joyfulBass6,15c47babe2ed64392362,"GROBOGAN,PURWODADI",43.7,76327.02608351088
4970,2022-11-09,07:07:21,09:18:22,34.0,D09,1.0,14.0,COLF01,mereBuzzard2,2ed5142006c6889074ef,"BUKIT INTAN,PANGKALP",131.01666666666668,232131.89228846342
4971,2022-11-09,07:10:56,09:18:00,8.0,D01,1.0,0.0,COLF01,mildBobolink6,0230cc6e15545400d9ba,"CANGKUANG,SOREANG",127.06666666666668,145701.70076379727
4972,2022-11-09,08:02:15,09:18:21,39.0,D01,2.0,0.0,COLF01,superiorGarlic6,e1bbc8ff8488f7d2ea2e,"DENPASAR SELATAN,DEN",76.1,310237.7309493916
4973,2022-11-09,07:54:23,09:18:22,35.0,D01,4.0,0.0,COLF01,relievedCur9,a1f41e9f800a9238485e,"GUNUNG PUTRI,BOGOR",83.98333333333333,164123.27476677526
4974,2022-11-09,07:35:26,09:18:23,0.0,D10,1.75,0.0,COLF01,gloomySnipe2,724b7a9be850eb90e696,"PATI,KAB.PATI",102.95,219445.2214591201
4975,2022-11-09,07:13:42,09:18:21,7.0,D01,1.2,0.0,COLF01,sugaryHeron5,37aecf11c9c5c02db1c4,"RUMBAI PESISIR, PEKA",124.65000000000002,155413.39339308479
4976,2022-11-09,07:45:16,09:09:34,0.0,D10,1.0,3.0,COLF01,crushedIguana8,39e86727fae7a8e43032,"PATI,KAB.PATI",84.3,409358.16396365134
4977,2022-11-09,09:15:06,09:18:20,23.0,D01,1.0,0.0,COLF01,outlyingApples7,eddefcd31546330bbd0e,"BALIKPAPAN SELATAN,",3.2333333333333334,225883.95709838872
4978,2022-11-09,09:08:27,09:18:20,7.0,D10,1.0,16.0,COLF01,boredGelding2,14aec209af6c9cef0f9f,"TEMBILAHAN HULU,TEMB",9.883333333333333,193933.23921364362
4979,2022-11-09,07:18:04,09:19:02,27.0,D10,0.05,0.0,COLF01,thrilledCod9,0a6ce11fce794d0ea75c,"ALOK,MAUMERE",120.96666666666667,48256.158405623515
4980,2022-11-09,08:55:33,09:19:09,31.0,D10,1.0,17.0,COLF01,pluckyHyena7,d9b7a40c58c48497e8b6,"PALU TIMUR,PALU",23.6,87710.7187942035
4981,2022-11-09,07:04:15,09:19:09,0.0,D01,15.0,0.0,COLF01,gloomyOtter3,2f1982ed0169a51fcfad,"MOGA,PEMALANG",134.9,444575.035199561
4982,2022-11-09,08:56:35,09:19:11,19.0,D01,2.0,12.0,COLF01,solidDoughnut2,ba74dd6b1fc549530268,"BALAI BT,SANGGAU",22.6,212748.3876718294
4983,2022-11-09,07:50:55,09:19:07,20.0,D01,12.0,0.0,COLF01,crushedKitten1,919b7f1c84f475539892,"GUNUNGJATI,CIREBON U",88.2,339364.48015360255
4984,2022-11-09,08:11:34,09:19:11,48.0,D01,10.0,0.0,COLF01,decimalClam0,9fd8973646520bc43a70,"KARAWACI , TANGERANG",67.61666666666667,207529.20422637727
4985,2022-11-09,08:23:51,09:19:08,27.0,D01,0.3,0.0,COLF01,contentWigeon9,87cc023cbc69de4bc91a,"OEBOBO,KUPANG",55.28333333333333,130847.6467609988
4986,2022-11-09,07:18:05,09:19:02,27.0,D10,20.0,0.0,COLF01,thrilledCod9,55a46536cc6c887c1da5,"ALOK,MAUMERE",120.95,1943521.3640931798
4987,2022-11-09,07:21:14,09:19:07,20.0,D01,0.1,0.0,COLF01,somberCardinal7,3f6c9b1ded1e74666a85,"JALAKSANA,KUNINGAN",117.88333333333334,35209.748258716114
4988,2022-11-09,08:06:35,09:19:11,3.0,D01,1.0,14.0,COLF01,holisticFalcon6,03ba508d5904a6f67b17,SERANG,72.6,147868.71038813086
4989,2022-11-09,08:06:29,09:19:13,28.0,D01,0.6,0.0,COLF01,lovesickMallard6,312e7c84c8f7721f43ae,"MADANG SUKU III, MAR",72.73333333333333,134394.65362066444
4990,2022-11-09,08:16:03,09:19:10,52.0,D01,1.74,0.0,COLF01,grudgingHawk9,5865a5959103859b188e,"BEKASI UTARA, BEKASI",63.116666666666674,182529.04570056198
4991,2022-11-09,07:49:26,09:19:11,38.0,D04,1.0,0.0,COLF01,ashamedQuiche2,12f10680fa6d7193d1b1,MATARAM,89.75,217917.39233588465
4992,2022-11-09,07:56:32,09:19:11,39.0,D07,1.0,23.0,COLF01,lovesickBagels3,3148f46954768519b188,"DENPASAR UTARA,DENPA",82.65,261342.33459896527
4993,2022-11-09,08:21:22,09:19:09,31.0,D04,1.0,0.0,COLF01,amusedDingo0,71b4052b6643c15096d0,"PALU SELATAN,PALU",57.78333333333333,263405.97172396485
4994,2022-11-09,08:22:56,09:19:08,11.0,D07,4.0,0.0,COLF01,insecureLion6,af30b385b0f5b9e1714e,"SEMPU,BANYUWANGI",56.2,317737.37972817273
4996,2022-11-09,07:30:44,09:19:12,49.0,D10,0.498,0.0,COLF01,insecureVenison5,3a0c9db27c07f05ad34f,"TOBELO,KAB.HALMAHERA",108.46666666666667,126184.59518762393
4997,2022-11-09,09:13:28,09:19:12,0.0,D10,10.0,0.0,COLF01,obsessedMandrill4,3446c208697e83945072,PEKALONGAN UTARA PEK,5.733333333333333,634741.4338918194
4999,2022-11-09,07:12:24,09:19:14,38.0,D01,1.0,0.0,COLF01,excludedThrush3,312760b39e5f918d6c52,"AMPENAN, MATARAM",126.83333333333334,210966.0757631072
5001,2022-11-09,08:25:25,09:19:04,35.0,D01,0.01,0.0,COLF01,pluckyLeopard2,0c21d0ba136a844ef2d8,"CIAMPEA,KAB.BOGOR",53.65,38288.695594300196
5002,2022-11-09,07:41:39,09:18:59,38.0,U01,7.0,0.0,COLF02,outlyingOtter8,a98bec6d542d04521475,"CAKRANEGARA, MATARAM",97.33333333333333,207730.02427312132
5003,2022-11-09,08:46:56,09:19:05,54.0,D09,1.0,0.0,COLF01,pacifiedPear3,c046bb1c163f3922b9a7,"PADEMANGAN ,JAKARTA",32.150000000000006,189635.95800115872
5004,2022-11-09,07:14:07,09:19:07,43.0,D01,1.0,17.0,COLF01,somberThrush0,6235ede84dc8a044f8d1,"PERAK,KAB. JOMBANG",125.00000000000001,99016.47434491964
5006,2022-11-09,08:20:38,09:19:01,9.0,D04,0.5,0.0,COLF01,cheerfulMacaw6,579ce9f241cbc23fe16f,PADANG SIDEMPUAN SEL,58.38333333333333,68725.51772030642
5007,2022-11-09,09:00:08,09:19:03,16.0,D01,14.41,0.0,COLF01,gleefulPorpoise6,5e03428efd7c59e5aa5a,"KOTABUMI SELATAN, KO",18.916666666666668,1197772.4122742813
5008,2022-11-09,08:05:31,09:18:55,26.0,D10,1.0,0.0,COLF01,ardentHeron5,e701f021b87e4ff2dcbb,MANADO,73.4,231920.23637388216
5009,2022-11-09,08:56:02,09:19:03,35.0,D01,1.0,0.0,COLF01,boredPepper9,47de627da13e039372d2,"BOGOR TIMUR, BOGOR",23.016666666666666,188740.53918243648
5010,2022-11-09,07:57:33,09:19:03,12.0,D09,1.0,0.0,COLF01,contentToucan0,9b7106353ad342033623,"MALIN DEMAN,MUKO-MUK",81.5,204022.27958345486
5011,2022-11-09,08:53:19,09:19:00,14.0,D01,2.0,7.0,COLF01,grizzledCow8,691c4e370bbb539873e3,GIRIWOYO. WONOGIRI,25.683333333333334,271561.61324235663
5012,2022-11-09,08:07:13,09:19:04,6.0,D01,1.0,3.0,COLF01,aloofIcecream1,8106fd576d58c6dc32e7,"CIBADAK,SUKABUMI",71.85,193682.56097655967
5013,2022-11-09,07:40:23,09:19:02,35.0,D01,1.0,20.0,COLF01,vengefulBaboon1,75b2e2b5aab9c9cb7c74,"SUKARAJA,KAB.BOGOR",98.65,145335.9944475769
5014,2022-11-09,07:40:02,09:19:03,41.0,D10,1.0,0.0,COLF01,selfishOwl2,be48554dbd28a51dec50,"UNAAHA,KAB.KONAWE",99.01666666666667,207950.98647316932
5015,2022-11-09,07:29:35,09:19:05,28.0,D09,0.56,0.0,COLF01,pleasedChowder2,11dfcba16ccfd5d57741,"ILIR TIMUR I, PALEMB",109.5,121633.93608714662
5016,2022-11-09,08:51:59,09:19:02,8.0,D10,1.0,0.0,COLF01,excludedWidgeon8,87ea39fff674415ca342,"SUMEDANG SELATAN,SUM",27.05,155990.73856278078
5017,2022-11-09,08:47:59,09:19:01,35.0,D10,1.0,6.0,COLF01,outlyingPear7,79003ce9dfa9dc0a9077,"BOGOR UTARA, BOGOR",31.03333333333334,142097.1162459132
5018,2022-11-09,07:47:44,09:19:00,29.0,D01,1.0,17.0,COLF01,eagerBurritos8,4d57cb95fc1090a2c723,"TUBAN,KAB.TUBAN",91.26666666666667,114805.2327815388
5019,2022-11-09,07:32:54,09:19:03,28.0,D09,0.557,0.0,COLF01,cruelBustard2,d0e749b1ade39267621f,"ILIR TIMUR I, PALEMB",106.15,121633.93608714662
5020,2022-11-09,08:18:57,09:19:01,38.0,D10,1.0,0.0,COLF01,morbidGelding5,ced5cf74397451467ec0,SELAPARANG KOTAMATAR,60.06666666666667,222765.98349017772
5023,2022-11-09,08:31:25,09:19:03,24.0,D01,1.0,0.0,COLF01,jumpyHawk0,cd72aea3285a3d2a045b,"KWANDANG,KAB.GORONTA",47.63333333333333,211339.56220486984
5025,2022-11-09,08:59:23,09:19:06,54.0,D07,1.0,0.0,COLF01,innocentLollies9,3e9b437720a643d345be,"KEBAYORAN LAMA,JKT S",19.716666666666665,193931.99432983977
